model,hit,merge,hit_ms,merge_ms,agree
cyclic_group_n64_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,4056.614,835.856,1
cyclic_group_n64_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,4073.472,863.774,1
cyclic_group_n64_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,4070.027,853.092,1
cyclic_group_n64_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,4039.306,843.791,1
cyclic_group_n64_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,4024.989,836.912,1
cyclic_group_n64_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,4014.429,845.859,1
cyclic_group_n64_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,4057.241,846.232,1
cyclic_group_n64_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,4076.761,813.475,1
cyclic_group_n64_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,4035.715,865.121,1
cyclic_group_n8_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.550,0.150,1
cyclic_group_n8_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.689,0.161,1
cyclic_group_n8_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.453,0.129,1
cyclic_group_n8_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.479,0.142,1
cyclic_group_n8_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.475,0.175,1
cyclic_group_n8_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,0.555,0.131,1
cyclic_group_n8_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.494,0.129,1
cyclic_group_n8_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,0.499,0.135,1
cyclic_group_n8_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,0.517,0.135,1
cyclic_group_n8_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.522,0.191,1
cyclic_group_n8_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.555,0.131,1
cyclic_group_n8_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.576,0.125,1
cyclic_group_n8_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.500,0.133,1
cyclic_group_n8_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.497,0.152,1
cyclic_group_n8_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,0.447,0.129,1
cyclic_group_n8_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.553,0.128,1
cyclic_group_n8_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,0.467,0.141,1
cyclic_group_n8_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,0.526,0.129,1
cyclic_group_n8_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,0.449,0.127,1
cyclic_group_n8_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.489,0.124,1
cyclic_group_n8_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.541,0.135,1
cyclic_group_n8_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.465,0.132,1
cyclic_group_n8_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.489,0.131,1
cyclic_group_n8_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.494,0.127,1
cyclic_group_n8_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.492,0.133,1
cyclic_group_n8_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,0.458,0.125,1
cyclic_group_n8_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,0.525,0.133,1
cyclic_group_n8_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.555,0.126,1
cyclic_group_n8_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.501,0.148,1
cyclic_group_n8_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.448,0.138,1
cyclic_group_n8_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,0.435,0.138,1
cyclic_group_n8_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,0.491,0.139,1
cyclic_group_n8_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,0.481,0.172,1
cyclic_group_n8_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,0.617,0.131,1
cyclic_group_n8_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,0.447,0.128,1
cyclic_group_n8_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,0.638,0.138,1
cyclic_group_n8_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,0.436,0.132,1
cyclic_group_n8_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,0.503,0.130,1
cyclic_group_n8_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,0.473,0.131,1
cyclic_group_n8_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,0.516,0.139,1
cyclic_group_n8_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,0.483,0.132,1
cyclic_group_n8_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,0.419,0.134,1
cyclic_group_n8_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,0.477,0.196,1
cyclic_group_n8_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,0.483,0.128,1
cyclic_group_n8_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,0.483,0.131,1
cyclic_group_n8_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,0.501,0.128,1
cyclic_group_n8_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,0.447,0.129,1
cyclic_group_n8_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,0.494,0.132,1
cyclic_group_n8_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,0.496,0.129,1
cyclic_group_n8_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,0.447,0.126,1
cyclic_group_n8_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,0.576,0.130,1
cyclic_group_n8_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,0.474,0.129,1
cyclic_group_n8_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,0.471,0.138,1
cyclic_group_n8_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,0.601,0.130,1
cyclic_group_n8_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,0.527,0.129,1
cyclic_group_n8_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,0.509,0.149,1
cyclic_group_n8_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,0.439,0.124,1
cyclic_group_n8_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,0.532,0.168,1
cyclic_group_n8_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,0.490,0.126,1
cyclic_group_n8_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,0.546,0.135,1
cyclic_group_n8_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.364,1.801,1
cyclic_group_n8_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.281,0.149,1
cyclic_group_n8_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.294,0.135,1
cyclic_group_n8_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.295,0.136,1
cyclic_group_n8_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.341,0.135,1
cyclic_group_n8_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,0.304,0.129,1
cyclic_group_n8_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.398,0.130,1
cyclic_group_n8_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,0.366,0.131,1
cyclic_group_n8_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,0.279,0.128,1
cyclic_group_n8_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.388,0.129,1
cyclic_group_n8_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.311,0.130,1
cyclic_group_n8_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.295,0.132,1
cyclic_group_n8_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.323,0.157,1
cyclic_group_n8_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.402,0.131,1
cyclic_group_n8_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,0.399,0.135,1
cyclic_group_n8_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.289,0.131,1
cyclic_group_n8_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,0.387,0.131,1
cyclic_group_n8_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,0.269,0.129,1
cyclic_group_n8_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,0.312,0.145,1
cyclic_group_n8_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.322,0.129,1
cyclic_group_n8_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.294,0.136,1
cyclic_group_n8_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.317,0.135,1
cyclic_group_n8_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.354,0.138,1
cyclic_group_n8_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.284,0.133,1
cyclic_group_n8_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.357,0.126,1
cyclic_group_n8_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,0.291,0.162,1
cyclic_group_n8_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,0.298,0.136,1
cyclic_group_n8_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.311,0.129,1
cyclic_group_n8_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.296,0.128,1
cyclic_group_n8_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.380,0.130,1
cyclic_group_n8_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,6.244,0.567,1
cyclic_group_n8_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,6.206,0.577,1
cyclic_group_n8_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,6.288,0.683,1
cyclic_group_n8_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,6.389,0.566,1
cyclic_group_n8_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,6.327,0.587,1
cyclic_group_n8_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,6.204,0.572,1
cyclic_group_n8_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,6.322,0.568,1
cyclic_group_n8_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,6.226,0.569,1
cyclic_group_n8_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,6.211,0.581,1
cyclic_group_n8_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,6.218,0.560,1
cyclic_group_n8_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,6.230,0.573,1
cyclic_group_n8_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,6.324,0.564,1
cyclic_group_n8_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,6.189,0.600,1
cyclic_group_n8_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,6.257,0.573,1
cyclic_group_n8_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,6.413,0.573,1
cyclic_group_n8_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,6.227,0.552,1
cyclic_group_n8_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,6.327,0.570,1
cyclic_group_n8_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,6.311,0.569,1
cyclic_group_n8_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,6.249,0.571,1
cyclic_group_n8_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,6.225,0.630,1
cyclic_group_n8_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,6.362,0.583,1
cyclic_group_n8_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,6.248,0.573,1
cyclic_group_n8_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,6.187,0.584,1
cyclic_group_n8_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,6.278,0.561,1
cyclic_group_n8_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,6.325,0.656,1
cyclic_group_n8_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,6.267,0.565,1
cyclic_group_n8_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,6.210,0.576,1
cyclic_group_n8_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,6.438,0.563,1
cyclic_group_n8_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,6.342,0.585,1
cyclic_group_n8_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,6.213,0.569,1
random_magma_n128_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,1613.900,649.566,1
random_magma_n128_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,1634.414,680.947,1
random_magma_n128_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,1608.749,656.498,1
random_magma_n128_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,1622.727,665.825,1
random_magma_n128_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,1589.976,636.441,1
random_magma_n128_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,1582.016,630.293,1
random_magma_n128_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,1582.993,660.663,1
random_magma_n128_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,1634.018,664.364,1
random_magma_n128_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,1606.145,656.024,1
random_magma_n128_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,1599.346,637.416,1
random_magma_n128_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,1606.796,687.178,1
random_magma_n128_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,1655.052,698.426,1
random_magma_n128_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,1586.862,646.311,1
random_magma_n128_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,1614.598,666.601,1
random_magma_n128_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,1611.592,647.376,1
random_magma_n128_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,1658.626,657.627,1
random_magma_n128_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,1630.125,652.169,1
random_magma_n128_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,1626.732,650.636,1
random_magma_n128_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,1639.910,693.253,1
random_magma_n128_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,1664.088,658.235,1
random_magma_n128_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,1661.366,657.336,1
random_magma_n128_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,1648.962,656.577,1
random_magma_n128_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,1631.379,653.283,1
random_magma_n128_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,1590.076,639.561,1
random_magma_n128_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,1600.164,645.964,1
random_magma_n128_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,1650.682,657.040,1
random_magma_n128_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,1643.960,658.570,1
random_magma_n128_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,1632.219,648.443,1
random_magma_n128_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,1609.054,638.624,1
random_magma_n128_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,1627.874,659.828,1
random_magma_n128_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,1616.481,647.799,1
random_magma_n128_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,1587.781,650.041,1
random_magma_n128_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,1639.279,673.860,1
random_magma_n128_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,1640.315,648.308,1
random_magma_n128_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,1630.988,657.431,1
random_magma_n128_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,1639.538,695.301,1
random_magma_n128_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,1630.349,647.916,1
random_magma_n128_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,1635.999,656.256,1
random_magma_n128_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,1614.239,694.310,1
random_magma_n128_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,1632.171,660.320,1
random_magma_n128_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,1612.494,701.808,1
random_magma_n128_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,1623.344,698.269,1
random_magma_n128_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,1628.735,690.951,1
random_magma_n128_k1_nondef_mix_i20.model,NOT_DEFINABLE,NOT_DEFINABLE,762.343,519.107,1
random_magma_n128_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,1628.311,655.003,1
random_magma_n128_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,1630.383,656.749,1
random_magma_n128_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,1616.214,686.790,1
random_magma_n128_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,1659.487,670.145,1
random_magma_n128_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,1595.531,655.601,1
random_magma_n128_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,1613.955,659.251,1
random_magma_n128_k1_nondef_mix_i27.model,NOT_DEFINABLE,NOT_DEFINABLE,781.277,560.100,1
random_magma_n128_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,1641.395,661.266,1
random_magma_n128_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,1629.847,709.347,1
random_magma_n128_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,1624.477,688.993,1
random_magma_n128_k1_nondef_mix_i4.model,NOT_DEFINABLE,NOT_DEFINABLE,273.314,195.000,1
random_magma_n128_k1_nondef_mix_i5.model,NOT_DEFINABLE,NOT_DEFINABLE,849.547,600.119,1
random_magma_n128_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,1619.144,648.646,1
random_magma_n128_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,1629.829,659.195,1
random_magma_n128_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,1619.623,657.161,1
random_magma_n128_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,1656.510,657.354,1
random_magma_n128_k1_random_half_i0.model,NOT_DEFINABLE,NOT_DEFINABLE,806.821,576.142,1
random_magma_n128_k1_random_half_i1.model,NOT_DEFINABLE,NOT_DEFINABLE,891.693,666.964,1
random_magma_n128_k1_random_half_i10.model,NOT_DEFINABLE,NOT_DEFINABLE,453.167,344.111,1
random_magma_n128_k1_random_half_i11.model,DEFINABLE,DEFINABLE,1647.303,690.269,1
random_magma_n128_k1_random_half_i12.model,NOT_DEFINABLE,NOT_DEFINABLE,607.363,442.182,1
random_magma_n128_k1_random_half_i13.model,DEFINABLE,DEFINABLE,1592.194,692.199,1
random_magma_n128_k1_random_half_i14.model,DEFINABLE,DEFINABLE,1652.727,675.726,1
random_magma_n128_k1_random_half_i15.model,NOT_DEFINABLE,NOT_DEFINABLE,600.700,427.104,1
random_magma_n128_k1_random_half_i16.model,NOT_DEFINABLE,NOT_DEFINABLE,745.896,549.122,1
random_magma_n128_k1_random_half_i17.model,DEFINABLE,DEFINABLE,1633.122,651.937,1
random_magma_n128_k1_random_half_i18.model,DEFINABLE,DEFINABLE,1635.741,658.368,1
random_magma_n128_k1_random_half_i19.model,DEFINABLE,DEFINABLE,1628.792,657.862,1
random_magma_n128_k1_random_half_i2.model,DEFINABLE,DEFINABLE,1629.508,686.616,1
random_magma_n128_k1_random_half_i20.model,DEFINABLE,DEFINABLE,1619.570,661.186,1
random_magma_n128_k1_random_half_i21.model,DEFINABLE,DEFINABLE,1608.287,670.703,1
random_magma_n128_k1_random_half_i22.model,NOT_DEFINABLE,NOT_DEFINABLE,816.847,569.156,1
random_magma_n128_k1_random_half_i23.model,DEFINABLE,DEFINABLE,1612.862,658.776,1
random_magma_n128_k1_random_half_i24.model,NOT_DEFINABLE,NOT_DEFINABLE,880.013,649.038,1
random_magma_n128_k1_random_half_i25.model,DEFINABLE,DEFINABLE,1624.137,656.985,1
random_magma_n128_k1_random_half_i26.model,DEFINABLE,DEFINABLE,1640.168,682.223,1
random_magma_n128_k1_random_half_i27.model,DEFINABLE,DEFINABLE,1656.300,676.823,1
random_magma_n128_k1_random_half_i28.model,DEFINABLE,DEFINABLE,1633.499,695.810,1
random_magma_n128_k1_random_half_i29.model,DEFINABLE,DEFINABLE,1658.125,655.142,1
random_magma_n128_k1_random_half_i3.model,DEFINABLE,DEFINABLE,1651.425,670.709,1
random_magma_n128_k1_random_half_i4.model,DEFINABLE,DEFINABLE,1568.147,632.381,1
random_magma_n128_k1_random_half_i5.model,DEFINABLE,DEFINABLE,1613.902,655.462,1
random_magma_n128_k1_random_half_i6.model,DEFINABLE,DEFINABLE,1625.104,701.586,1
random_magma_n128_k1_random_half_i7.model,DEFINABLE,DEFINABLE,1655.839,710.178,1
random_magma_n128_k1_random_half_i8.model,DEFINABLE,DEFINABLE,1626.929,647.782,1
random_magma_n128_k1_random_half_i9.model,DEFINABLE,DEFINABLE,1652.917,657.807,1
random_magma_n128_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,1018.458,652.829,1
random_magma_n128_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,944.999,655.054,1
random_magma_n128_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,935.525,640.823,1
random_magma_n128_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,947.999,652.633,1
random_magma_n128_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,950.621,691.774,1
random_magma_n128_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,957.488,653.893,1
random_magma_n128_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,936.897,665.413,1
random_magma_n128_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,939.934,687.063,1
random_magma_n128_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,953.990,674.986,1
random_magma_n128_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,930.503,654.653,1
random_magma_n128_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,937.732,662.614,1
random_magma_n128_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,927.080,693.262,1
random_magma_n128_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,952.174,648.682,1
random_magma_n128_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,950.478,669.921,1
random_magma_n128_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,944.258,691.089,1
random_magma_n128_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,955.089,652.438,1
random_magma_n128_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,959.155,653.195,1
random_magma_n128_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,951.358,650.420,1
random_magma_n128_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,946.487,652.871,1
random_magma_n128_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,959.318,661.849,1
random_magma_n128_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,935.670,699.455,1
random_magma_n128_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,937.189,650.169,1
random_magma_n128_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,935.441,647.625,1
random_magma_n128_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,967.360,655.915,1
random_magma_n128_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,937.912,681.635,1
random_magma_n128_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,938.239,655.919,1
random_magma_n128_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,948.536,689.872,1
random_magma_n128_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,967.180,667.180,1
random_magma_n128_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,920.762,652.400,1
random_magma_n128_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,947.416,651.895,1
random_magma_n128_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,121437.086,175605.358,1
random_magma_n128_k2_nondef_mix_i1.model,NOT_DEFINABLE,NOT_DEFINABLE,776.927,185540.773,1
random_magma_n128_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,117647.626,183249.957,1
random_magma_n128_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,117741.539,175414.652,1
random_magma_n128_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,123746.605,183527.214,1
random_magma_n128_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,123815.059,179268.763,1
random_magma_n128_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,123701.204,187153.526,1
random_magma_n128_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,118646.930,186270.490,1
random_magma_n128_k2_nondef_mix_i16.model,NOT_DEFINABLE,NOT_DEFINABLE,906.482,185962.921,1
random_magma_n128_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,128047.838,181269.728,1
random_magma_n128_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,123829.812,183288.575,1
random_magma_n128_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,124129.438,184050.744,1
random_magma_n128_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,120856.150,179641.007,1
random_magma_n128_k2_nondef_mix_i20.model,NOT_DEFINABLE,NOT_DEFINABLE,396.587,180099.237,1
random_magma_n128_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,123560.267,180527.207,1
random_magma_n128_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,123163.640,182320.726,1
random_magma_n128_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,123042.091,173583.269,1
random_magma_n128_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,121355.038,170374.825,1
random_magma_n128_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,123585.696,177708.272,1
random_magma_n128_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,124235.418,181251.880,1
random_magma_n128_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,123971.503,185541.476,1
random_magma_n128_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,120259.168,172795.806,1
random_magma_n128_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,121267.638,181035.572,1
random_magma_n128_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,123872.969,181409.238,1
random_magma_n128_k2_nondef_mix_i4.model,NOT_DEFINABLE,NOT_DEFINABLE,700.788,178426.897,1
random_magma_n128_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,124073.132,180612.850,1
random_magma_n128_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,123949.561,188155.283,1
random_magma_n128_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,118766.369,181089.709,1
random_magma_n128_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,122907.994,171287.555,1
