engine,model,ms,result
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_definable_eq_i0.model,2.662,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_definable_eq_i1.model,2.988,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_definable_eq_i2.model,2.869,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_definable_eq_i3.model,2.569,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_definable_eq_i4.model,2.215,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_nondef_mix_i0.model,6.121,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_nondef_mix_i1.model,8.694,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_nondef_mix_i2.model,7.143,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_nondef_mix_i3.model,4.252,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_nondef_mix_i4.model,3.368,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_random_half_i0.model,4.296,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_random_half_i1.model,6.806,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_random_half_i2.model,4.896,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_random_half_i3.model,4.726,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k1_random_half_i4.model,2.359,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_definable_eq_i0.model,1.692,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_definable_eq_i1.model,1.755,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_definable_eq_i2.model,1.819,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_definable_eq_i3.model,1.637,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_definable_eq_i4.model,1.668,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_nondef_mix_i0.model,574.138,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_nondef_mix_i1.model,1.528,NOT_DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_nondef_mix_i2.model,3313.417,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_nondef_mix_i3.model,1263.181,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_nondef_mix_i4.model,722.494,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_random_half_i0.model,1.421,NOT_DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_random_half_i1.model,3138.969,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_random_half_i2.model,1193.695,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_random_half_i3.model,1803.319,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n16_k2_random_half_i4.model,975.771,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_definable_eq_i0.model,0.228,NOT_DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_definable_eq_i1.model,19.170,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_definable_eq_i2.model,12.633,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_definable_eq_i3.model,12.361,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_definable_eq_i4.model,14.788,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_nondef_mix_i0.model,39.510,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_nondef_mix_i1.model,38.056,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_nondef_mix_i2.model,46.329,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_nondef_mix_i3.model,32.451,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_nondef_mix_i4.model,562.079,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_random_half_i0.model,10.128,NOT_DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_random_half_i1.model,66.983,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_random_half_i2.model,540.920,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_random_half_i3.model,65.202,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k1_random_half_i4.model,38.136,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_definable_eq_i0.model,9.984,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_definable_eq_i1.model,11.618,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_definable_eq_i2.model,10.965,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_definable_eq_i3.model,11.417,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_definable_eq_i4.model,11.655,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i0.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i1.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i2.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i3.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_nondef_mix_i4.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i0.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i1.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i2.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i3.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n32_k2_random_half_i4.model,,TIMEOUT
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i0.model,11.226,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i1.model,12.286,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i2.model,16.468,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i3.model,12.718,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_definable_eq_i4.model,9.615,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_nondef_mix_i0.model,0.470,NOT_DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/random_magma_n4_k1_nondef_mix_i1.model,30.115,DEFINABLE
